date,fund_id,base_fund_id,universe,method,method_label,daily_return,rebalance_date,live_start_date,live_end_date,periods_per_year,tilt_strength,growth_of_1,drawdown
2022-09-09,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.011696739895502281,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0612017844206973,-0.11321452939873422
2022-09-12,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.013108428826961213,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0751124724828203,-0.10159016517257424
2022-09-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.026814047217056887,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0462843558820192,-0.1256801689039051
2022-09-14,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0010035908499259876,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0452343144760352,-0.12655762828630202
2022-09-15,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.009291476533195555,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0355225443713905,-0.13467319758617846
2022-09-16,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0009120501839527318,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0364669928984716,-0.13388397611685776
2022-09-19,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0036021209074738837,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0402004723234977,-0.13076412147893024
2022-09-20,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.013442664171713165,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0262174067027956,-0.14244896747989289
2022-09-21,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.011186184250953609,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0147379497098823,-0.15204169133425838
2022-09-22,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-2.0396163685438033e-05,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0147172529485622,-0.15205898643072036
2022-09-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.016350463152726084,2022-08-31,2022-09-01,2022-09-30,252,0.15,0.9981261558937914,-0.16592321472876992
2022-09-26,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.006136384801842216,2022-08-31,2022-09-01,2022-09-30,252,0.15,0.9920012697204436,-0.1710414308374777
2022-09-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0030043317742688073,2022-08-31,2022-09-01,2022-09-30,252,0.15,0.9890209687857074,-0.1735318974063651
2022-09-28,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.02181026233164724,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0105917755664235,-0.15550641128005926
2022-09-29,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.012957954810189302,2022-08-31,2022-09-01,2022-09-30,252,0.15,0.9974965730070848,-0.16644932104018684
2022-09-30,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.015382755264555126,2022-08-31,2022-09-01,2022-09-30,252,0.15,0.9821523273472844,-0.17927162713522937
2022-10-03,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.022405504256895664,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0041579454985838,-0.1608827940832528
2022-10-04,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.021066212649249474,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0253117503118905,-0.1432057725857666
2022-10-05,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.004164726204988984,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0210416075970834,-0.14677408595696195
2022-10-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.009446048883557132,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0113967986595755,-0.15483369964973026
2022-10-07,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.018242212144664007,2022-09-30,2022-10-03,2022-10-31,252,0.15,0.9929466836959935,-0.17025140259824068
2022-10-10,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.003962455031936422,2022-09-30,2022-10-03,2022-10-31,252,0.15,0.9968811902792492,-0.16696356109322397
2022-10-11,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.00946258640193377,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0063142646747292,-0.1590808818141094
2022-10-12,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005007490759448176,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0012751552932695,-0.16329177652786864
2022-10-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.018053192386277353,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0193513683033788,-0.1481865219983457
2022-10-14,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.010099265963404876,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0090566677247224,-0.15678921286389735
2022-10-17,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.011142264536360906,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.02029984404869,-0.1473939352137139
2022-10-18,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.013510290317211987,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0340843911523938,-0.1358749797522355
2022-10-19,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.010209988157030031,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0235264017653583,-0.14469768597515853
2022-10-20,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0007483699417495494,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0242923781590265,-0.1440576034322335
2022-10-21,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.02201260783297744,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.046839724585749,-0.12521607912896837
2022-10-24,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.013365653348482989,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0608314214559835,-0.11352402048777943
2022-10-25,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.008506948232937916,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0698558594421834,-0.10598281522032604
2022-10-26,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.011543528343164789,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.0822057708787554,-0.09566270250854536
2022-10-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0009853802941610513,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.081139386637904,-0.0965538186607684
2022-10-28,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.02290069847568988,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.1058982337414909,-0.0758642700729053
2022-10-31,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.007795665804305903,2022-09-30,2022-10-03,2022-10-31,252,0.15,1.09727702069767,-0.08306852338123516
2022-11-01,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0034215259983507735,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.0935226588439602,-0.08620582826719236
2022-11-02,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.01672005199225152,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.075238903133384,-0.10148451432878136
2022-11-03,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.007186842314696838,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.0675113306859367,-0.10794200344161375
2022-11-04,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.01459857756490853,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.083095477648374,-0.09491922558645915
2022-11-07,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.009478910331219236,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.093362042561152,-0.08634004608328283
2022-11-08,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.003061571771346314,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.0967094489265188,-0.08354281055976187
2022-11-09,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.011019858575016514,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.0846238659014642,-0.0936420391774504
2022-11-10,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.029871782709566762,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.117023514345283,-0.0665675111146733
2022-11-11,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0004105332399939464,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1174820896277766,-0.06618430605069547
2022-11-14,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.006092943782731779,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.110673334077465,-0.07187399257736116
2022-11-15,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.010509763435831201,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.122346248073105,-0.0621196078007068
2022-11-16,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0011398815770812258,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1210669062618202,-0.06318868038128056
2022-11-17,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00011265154257103602,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1209406163455045,-0.06329421362153365
2022-11-18,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.010196750756796848,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1323705684235499,-0.053742858185382936
2022-11-21,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0045108400533719895,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1374785109388545,-0.0494744435692962
2022-11-22,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.01170011440417952,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.150787139649135,-0.0383531858149605
2022-11-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0029692208901713232,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1542040808643215,-0.03549784400531575
2022-11-25,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0012567739184850815,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1556546544497608,-0.03428568285133904
2022-11-28,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.010964386084122294,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1429836106384605,-0.04487414747152152
2022-11-29,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.004473951560055011,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1480972639463938,-0.0406009606735529
2022-11-30,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.017326728940670007,2022-10-31,2022-11-01,2022-11-30,252,0.15,1.1679900340363178,-0.02397771357320433
2022-12-01,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.004098707877684143,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1727772839898791,-0.019977283339031482
2022-12-02,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.005608881798529636,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.179355253151779,-0.014480451761406221
2022-12-05,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.011244969447662605,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.166093439362147,-0.025562588971423383
2022-12-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00849827393476638,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1561836578809135,-0.03384362502262883
2022-12-07,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0034135327103064187,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1601303286162117,-0.030545618633372462
2022-12-08,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0053880167235283005,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1663811302282683,-0.02532218221387128
2022-12-09,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.015165381385062569,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1486925155480163,-0.04010354304815833
2022-12-12,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.009946874082721113,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1601184153599366,-0.030555573858408236
2022-12-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0041307630071896065,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.164910589594065,-0.026551028685376288
2022-12-14,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0008135756739741829,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1639628466760163,-0.027343003088293072
2022-12-15,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.01752902884466938,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.143559708362509,-0.044392735643127845
2022-12-16,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.008001348171354599,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.134409688981168,-0.05203888208032281
2022-12-19,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0021098940248431715,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1320162047566624,-0.0540389795788051
2022-12-20,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0015687270907952203,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1337920292442834,-0.05255502489923414
2022-12-21,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.009939866651349103,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.145061770825334,-0.043137548187241914
2022-12-22,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.004306478786044517,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.140130586600564,-0.04725825603713607
2022-12-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0015613774467106499,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1419107607847871,-0.045770666565572715
2022-12-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.002248361118647981,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1444781885403013,-0.043625214434005466
2022-12-28,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.012466368031501274,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.130210702237932,-0.0555477344869193
2022-12-29,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.007513905237819478,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.1387029983533172,-0.04845120966220995
2022-12-30,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0010475055913362027,2022-11-30,2022-12-01,2022-12-30,252,0.15,1.137510200595671,-0.04944796234051796
2023-01-03,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.006676252656471566,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1451045060941614,-0.043101836773979274
2023-01-04,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.010928616084081104,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1576189136174158,-0.03264426411651977
2023-01-05,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.003273385418660313,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1538295807452152,-0.035810792277018
2023-01-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.018286491373741654,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1749290754202806,-0.018179154647336992
2023-01-09,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.015375235741105466,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1568642639066147,-0.03327488160016556
2023-01-10,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0033501630714610846,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1607399478422478,-0.030036194808248484
2023-01-11,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0037041730175278193,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1650395294374116,-0.026443281053078693
2023-01-12,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00502809877816105,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.159181595602938,-0.03133842040208612
2023-01-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0033806535733233558,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.163100387006244,-0.028063711171677275
2023-01-17,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.010611520788659299,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1507581230702295,-0.03837743330583143
2023-01-18,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.020125300888870833,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1275987695931289,-0.05773037680207982
2023-01-19,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.004267542575286769,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1227866938360493,-0.06175155253647624
2023-01-20,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.00939495656869922,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1333352260605525,-0.052936749121906934
2023-01-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.007029651084132325,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1413021772611145,-0.04627922491362979
2023-01-24,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005191546408576256,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1353770540416543,-0.05123051057831396
2023-01-25,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0008565512586793612,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1363495626863693,-0.05041784087795331
2023-01-26,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0017969970022632053,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1343075459286989,-0.052124237171298216
2023-01-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00018010901039307173,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1341032469191201,-0.05229495813691698
2023-01-30,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00490498531293735,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1285404871496272,-0.05694343744825214
2023-01-31,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.011017458127260012,2022-12-30,2023-01-03,2023-01-31,252,0.15,1.1409741347117157,-0.046553351258700526
2023-02-01,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.006784169074908023,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1332335732717347,-0.05302169452766581
2023-02-02,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.010343981244004905,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1215114264447352,-0.06281722035795123
2023-02-03,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.009386701297883595,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1109841336825352,-0.07161427517197128
2023-02-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.004864307044191176,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1055799657350787,-0.07613022839297878
2023-02-07,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.007108001762148926,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1134384300797202,-0.06956336042839995
2023-02-08,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005438051206690837,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1073834948814492,-0.07462312251897174
2023-02-09,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0005776186124067553,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1080231401991647,-0.07408860761104785
2023-02-10,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.011252631822206845,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1204913166463113,-0.06366966761250814
2023-02-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.011272453885071407,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1331220033418299,-0.05311492711947641
2023-02-14,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.010060657799915083,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1217220506206536,-0.06264121381357501
2023-02-15,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0005792209332417641,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1210723257276551,-0.06318415164449231
2023-02-16,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.012621788624180619,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1069223877999022,-0.075008443262218
2023-02-17,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.01104631660201018,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1191498029493931,-0.06479069367230605
2023-02-21,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0028356722242158026,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.115976260938433,-0.06744264072608763
2023-02-22,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.009965562804166196,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1048549294220924,-0.07673609965841921
2023-02-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0019790618758336103,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.1026683531529462,-0.07856329604491874
2023-02-24,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.006235739671906495,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.0957924003582347,-0.08430913545492214
2023-02-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0011106168827864941,2023-01-31,2023-02-01,2023-02-28,252,0.15,1.0970094058981017,-0.08329215372134491
