date,fund_id,base_fund_id,universe,method,method_label,daily_return,rebalance_date,live_start_date,live_end_date,periods_per_year,tilt_strength,growth_of_1,drawdown
2022-03-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.008481679781946331,2022-02-28,2022-03-01,2022-03-31,252,0.15,1.1276570434955604,-0.010820165588677155
2022-03-24,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.006367714892838355,2022-02-28,2022-03-01,2022-03-31,252,0.15,1.1348376420454411,-0.004521350425400805
2022-03-25,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.00725870259932889,2022-02-28,2022-03-01,2022-03-31,252,0.15,1.1430750909875727,0.0
2022-03-28,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.006967319107410091,2022-02-28,2022-03-01,2022-03-31,252,0.15,1.1510392599102148,0.0
2022-03-29,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.012218635040355516,2022-02-28,2022-03-01,2022-03-31,252,0.15,1.1651033885441786,0.0
2022-03-30,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0035882845863043937,2022-02-28,2022-03-01,2022-03-31,252,0.15,1.1692841110747427,0.0
2022-03-31,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.009309772217801006,2022-02-28,2022-03-01,2022-03-31,252,0.15,1.1583983423427429,-0.009309772217801049
2022-04-01,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.010422353400224864,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1704715792448734,0.0
2022-04-04,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0010694524449953748,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1717233429370946,0.0
2022-04-05,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005340171053716581,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1654661398581778,-0.005340171053716647
2022-04-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.012476674188612664,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1800072811630484,0.0
2022-04-07,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.007373594088130738,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1887081758753835,0.0
2022-04-08,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.006709467565964489,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1966837748268162,0.0
2022-04-11,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.01273565677698446,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1814432210000356,-0.012735656776984516
2022-04-12,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0023560664355442434,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1786596622815362,-0.015061717159061905
2022-04-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.004300267132259547,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1837282136873657,-0.010826219434056816
2022-04-14,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0025626546004808948,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1867617002398907,-0.008291308694614363
2022-04-18,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0059583112105232264,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1796906046971316,-0.014200217707592722
2022-04-19,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.005157842065499632,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1857752625223132,-0.00911561812232442
2022-04-20,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.004541782768811816,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1911607961773205,-0.004615236510827625
2022-04-21,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.009082334099910844,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1803422758597222,-0.013655653490797115
2022-04-22,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.015074398969922097,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.162549325472347,-0.028524201691803808
2022-04-25,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.002131953538988398,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1600708243236575,-0.030595342958048666
2022-04-26,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.01567938257894832,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1418816300504109,-0.04579500944962367
2022-04-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0041351651256713775,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1371597609561817,-0.049740804649289094
2022-04-28,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.013574851065164775,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1525965353484602,-0.036841177599099884
2022-04-29,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.030853200830202567,2022-03-31,2022-04-01,2022-04-29,252,0.15,1.1170352429671584,-0.06655771017801637
2022-05-02,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0003765193200113606,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.117455828317269,-0.0662062511217828
2022-05-03,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.003711100766241918,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.1216028194979786,-0.06274084842480909
2022-05-04,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.01879726898597756,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.142685889391513,-0.04512293604308093
2022-05-05,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.014703105069984438,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.125884858697801,-0.05916259384335787
2022-05-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.011136034499863385,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.1133469660684685,-0.06963979165708012
2022-05-09,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.012761658522908805,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.099138812269986,-0.08151273093925482
2022-05-10,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00664989460941599,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.091829655007272,-0.08762057447859917
2022-05-11,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0026739415692544994,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.0947491437083408,-0.08518092520576492
2022-05-12,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.006395142956252329,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.1017502209835903,-0.07933052644334937
2022-05-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.006114433561954786,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.1084867995116634,-0.07370115411476741
2022-05-16,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.006493571295078599,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.1156848375739459,-0.0676861665184626
2022-05-17,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.014245178646915702,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.09979170774905,-0.0809671436313979
2022-05-18,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.027186522134519067,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.06989219614297,-0.1059524507234132
2022-05-19,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.004214135813556281,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.0653835251225594,-0.10972008851984183
2022-05-20,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0026337962674373677,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.0681895282744165,-0.10737527261201096
2022-05-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.01230907453221123,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.0813379527924738,-0.09638788831329748
2022-05-24,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.01210983439640628,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.0944327763273398,-0.08544529528218436
2022-05-25,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0024525936747011564,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.0971169752319458,-0.0832022641982253
2022-05-26,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0031965756523043105,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.100623992642702,-0.08027165087787369
2022-05-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.010541212483214376,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.1122259040132723,-0.07057659892294155
2022-05-31,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0060853836476002215,2022-04-29,2022-05-02,2022-05-31,252,0.15,1.1054575826845525,-0.07623249688955291
2022-06-01,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.008486307881087082,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0960763292884093,-0.08407187233149116
2022-06-02,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0063203336795873465,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.1030038974278094,-0.07828290093810641
2022-06-03,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.007153326971622443,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0951137498985344,-0.08487624472303135
2022-06-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00610004148989072,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0884335105880034,-0.09045853759860556
2022-06-07,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.007107234032754811,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.096169262276845,-0.083994213562825
2022-06-08,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.010134334490109075,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0850603163151555,-0.09327732259745458
2022-06-09,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.019690323933290014,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.063695127199752,-0.11113098583317083
2022-06-10,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.008060138435382875,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0551215972214796,-0.11829539313827786
2022-06-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.025183219174610447,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.028550238782786,-0.14049955350014032
2022-06-14,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00830599009348786,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0200071106888016,-0.14763855569411666
2022-06-15,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.005219425703498363,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0253309620200817,-0.14318971846303563
2022-06-16,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0012022314689597478,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0240982768714424,-0.14421980274642765
2022-06-17,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0046009183656351,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0193864843011693,-0.14815717757291835
2022-06-21,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.025627248652455862,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.045510555207308,-0.12632678974976985
2022-06-22,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.005447140215220846,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0512055977980155,-0.1215677692712549
2022-06-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.010599070507701518,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.062347400047167,-0.1122572041215234
2022-06-24,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.01512864533247783,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0784192770823608,-0.09882685821621551
2022-06-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.004053699565625633,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.07404768932729,-0.10247994338961786
2022-06-28,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0138863292906759,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0591331094394016,-0.11494320244069567
2022-06-29,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.000249289504801127,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0593971402077724,-0.11472256706991102
2022-06-30,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.009489929984600406,2022-05-31,2022-06-01,2022-06-30,252,0.15,1.0493435355213148,-0.12312378792536438
2022-07-01,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.009904543439256274,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0597368041515882,-0.11443872939202082
2022-07-05,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0019441690887247918,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0617971116884037,-0.11271704854353293
2022-07-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0017414941420690034,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0636462251384748,-0.11117185048121381
2022-07-07,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.0015644969755285484,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0653102964407364,-0.10978128152952704
2022-07-08,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0017794462490794607,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.063414634029629,-0.11136537788896972
2022-07-11,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0020677676562509037,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0612157396441988,-0.11320286781879563
2022-07-12,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0062723117108853576,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0545594637326525,-0.11876513585615533
2022-07-13,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.001807483426278717,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0526533649799303,-0.12035795326775445
2022-07-14,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.001719987156805356,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.050842814711597,-0.12187092629071983
2022-07-15,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.011399634759812653,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0628220389892826,-0.11186057557846141
2022-07-18,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.011111831638931823,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0510121394298875,-0.1217294313345314
2022-07-19,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.012789545041945223,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0644541065267572,-0.11049675033756956
2022-07-20,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005200051022436705,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0589188908617757,-0.11512221262043754
2022-07-21,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.006190936418843215,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.065474590387813,-0.10964399050032403
2022-07-22,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0018059134989934257,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0635504354421972,-0.11125189643678923
2022-07-25,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.010473799177465147,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0524110217662699,-0.12056046559286349
2022-07-26,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0049825259679840365,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0471673565213269,-0.1249422959103188
2022-07-27,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.007234872447972433,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0547434787774392,-0.11861136503661418
2022-07-28,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.007861022620274915,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0630348411226962,-0.11168274903991382
2022-07-29,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0004546879826095233,2022-06-30,2022-07-01,2022-07-29,252,0.15,1.0625514919553425,-0.11208665621867009
2022-08-01,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.00583167934816228,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0563550323633475,-0.11726468212855734
2022-08-02,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005255952627754756,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0508028803551555,-0.12190429714213569
2022-08-03,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.010718409122092548,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0620658155334755,-0.11249250815055345
2022-08-04,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005730099180307122,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0559800730744549,-0.11757801410211643
2022-08-05,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.002591988997125555,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.053242984343862,-0.11986524218038552
2022-08-08,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.005976354041760417,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.059537537310301,-0.11460524526319649
2022-08-09,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.003028803323942336,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.062746668125148,-0.11192355868704873
2022-08-10,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.00908357369462379,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0724002058037787,-0.10385665088592333
2022-08-11,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0014461846922865572,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0708493170421403,-0.1051526396795065
2022-08-12,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.015372734619875669,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0873111994109044,-0.09139638868400313
2022-08-15,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.008087231448595703,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0961045367371907,-0.08404830098426075
2022-08-16,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.014511782226307876,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.112010967071589,-0.0707562093983275
2022-08-17,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.007484434137789211,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.1036881942280423,-0.07771107334703542
2022-08-18,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0044747925328529016,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0987494185379127,-0.08183812494915499
2022-08-19,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005765771256918989,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0924142807219503,-0.08713203629752209
2022-08-22,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.01419612482999173,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0769062312267559,-0.10009122386354286
2022-08-23,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.005354655674576816,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0711397691647304,-0.10490992549828337
2022-08-24,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0009875116913936573,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0700820061195635,-0.10579383741170423
2022-08-25,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.008712258853835399,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0794048375517085,-0.09800328185454033
2022-08-26,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.02504510236030866,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0523710329070135,-0.12059388198915588
2022-08-29,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.007474191258465961,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.0445054105321971,-0.12716673150903401
2022-08-30,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.008280650245038088,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.03585622654853,-0.13439435852764114
2022-08-31,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.0031829964962454683,2022-07-29,2022-08-01,2022-08-31,252,0.15,1.032559099808812,-0.13714957825157792
2022-09-01,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.012213245049613762,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0451699971229857,-0.1266113746096018
2022-09-02,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.012870966402373339,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.0317176492052471,-0.13785273026321676
2022-09-06,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,-0.004250261019101467,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.027332579898111,-0.14151708119650375
2022-09-07,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.018412100010733616,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.04624793010348,-0.12571060783798738
2022-09-08,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,0.002566085321563876,2022-08-31,2022-09-01,2022-09-30,252,0.15,1.048932691559635,-0.12346710666196137
