observations,annualisation_factor,annualised_return,annualised_volatility,sharpe_ratio,max_drawdown,final_growth_of_1,mean_daily_return,daily_volatility,fund_id,base_fund_id,universe,method,method_label,first_live_date,last_live_date,tilt_strength,signal_column,signal_lag
753,252,0.06160537067138705,0.12787192205696762,0.48177402576260275,-0.17927162713522937,1.1955843905135728,0.0002696799538576668,0.008055173938823124,Equity - Minimum Variance Sentiment Tilt,Equity - Minimum Variance,Equity,sentiment_tilt,Sentiment Tilt,2021-01-04,2023-12-29,0.15,lagged_sector_z,at least one sector observation
